,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab
2541,8/29/2019,GIVEORTAKE,Word that can complete CARE___R,Other,,False,5,31,7,False,True,False,False,0,False,5.4,0,0.2,0.22580645161290322,False,False,False
2542,6/3/2018,ROC,Mythological bird,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
2543,6/16/2019,SURE,"""Yeah, whatever""",Other,,False,2,16,4,True,False,False,False,0,False,7.5,1,0.0,0.25,False,False,True
2544,10/8/2021,WON,Earned,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
2545,4/6/2021,OBLIGE,Do a favor,Other,,False,3,10,2,False,False,False,False,0,False,2.6666666666666665,0,0.0,0.2,False,False,True
2546,5/21/2018,TASTY,Yummy,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
2547,10/23/2018,KOI,Japanese garden fish,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.1,False,False,True
2548,2/24/2019,STAY,Hotel visit,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,True
2549,8/5/2018,LIMEJUICE,Mojito ingredient,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,False
2550,2/9/2020,SMASH,Runaway #1,Other,,False,2,10,3,False,False,False,False,0,False,4.5,0,0.0,0.2,False,False,True
2551,6/25/2020,CUD,Twice-chewed food,Other,,False,2,17,2,False,False,False,False,0,False,8.0,0,0.0,0.11764705882352941,False,False,True
2552,10/19/2020,SOS,Classic distress call,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.0,0.09523809523809523,False,False,True
2553,5/30/2018,ACETATE,Transparent sheet used for overlays,Other,,False,5,35,4,False,False,False,False,0,False,6.2,0,0.0,0.11428571428571428,False,False,True
2554,4/9/2021,TERI,"Hatcher who told Seinfeld ""And by the way, they're real ... and they're spectacular!""",Other,,False,14,85,22,False,False,False,False,0,True,5.142857142857143,1,0.14285714285714285,0.25882352941176473,False,False,True
2555,12/23/2017,RXS,CVS offerings,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False
2556,10/2/2021,TRYST,Date you might not put on the calendar,Other,,False,8,38,7,False,False,False,False,0,False,3.875,0,0.125,0.18421052631578946,False,False,True
2557,7/6/2020,DAN,Martial arts level,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1111111111111111,False,False,True
2558,3/23/2021,AUNT,"Rosemary Clooney, to George Clooney",Other,,False,5,35,5,False,False,False,False,0,False,6.2,1,0.8,0.14285714285714285,False,False,True
2559,11/9/2020,PELLGRANT,Financial aid for college that doesn't need to be repaid,Other,,False,10,56,10,False,False,False,False,0,False,4.7,0,0.1,0.17857142857142858,False,False,False
2560,8/8/2021,ARLENE,Francis of old game shows,Other,,False,5,25,4,False,False,False,False,0,False,4.2,0,0.2,0.16,False,False,True
2561,11/11/2018,BORSCHT,Soup with a red color,Other,,False,5,21,4,False,False,False,False,0,False,3.4,0,0.0,0.19047619047619047,False,False,True
2562,2/25/2018,FIREARM,Holder of shells,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.125,False,False,True
2563,9/7/2018,IDYL,Pastoral verse,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
2564,5/8/2018,LINUS,"""Peanuts"" boy with a blanket",Other,,False,5,28,6,False,False,False,False,0,False,4.8,0,0.0,0.21428571428571427,False,False,True
2565,5/12/2020,INSTYLE,Au courant,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,False
2566,11/21/2020,HEEL,Part of a foot,Other,,False,4,14,3,False,False,False,False,0,False,2.75,0,0.0,0.21428571428571427,False,False,True
2567,12/2/2018,SWARD,Grassy expanse,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2568,11/16/2019,FAKES,Basketball's jab step and others,Other,,False,5,32,5,False,False,False,False,0,False,5.6,0,0.0,0.15625,False,False,True
2569,12/19/2017,LORELAI,"""Gilmore Girls"" protagonist",Other,,False,3,27,4,False,False,False,False,0,False,8.333333333333334,0,0.3333333333333333,0.14814814814814814,False,False,False
2570,3/18/2018,SOVIET,Like the first man-made space satellite,Other,,False,6,39,6,False,False,False,False,0,False,5.666666666666667,0,0.0,0.15384615384615385,False,False,True
2571,8/8/2020,ALTO,"Cher, for example",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.17647058823529413,False,False,True
2572,1/20/2019,SETBACK,Hinder,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
2573,2/6/2018,ILLBITE,"""O.K., tell me more""",Other,,False,4,20,8,True,False,False,False,2,False,4.25,1,0.0,0.4,False,False,False
2574,7/6/2020,TONER,Printer powder,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2575,6/7/2020,DUPED,Hornswoggled,Single Word,,False,1,12,0,False,False,False,False,0,False,12.0,0,0.0,0.0,False,False,False
2576,5/4/2020,TONED,Muscular,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
2577,9/23/2018,ISITNOT,See 85-Across,Other,,False,2,13,4,False,False,False,False,0,False,6.0,0,0.0,0.15384615384615385,False,False,False
2578,10/2/2021,SEESRED,Blows a gasket,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.0,0.14285714285714285,False,False,False
2579,1/9/2021,TRUDGE,Proceed wearily,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,True
2580,3/12/2018,SUMO,Sport originally part of a Shinto ritual,Other,,False,7,40,6,False,False,False,False,0,False,4.857142857142857,0,0.2857142857142857,0.15,False,False,True
2581,4/30/2020,SKEET,Something to shoot for,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.13636363636363635,False,False,True
2582,3/3/2019,ITEM,"Brangelina, at one time",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.25,0.17391304347826086,False,False,True
2583,6/30/2021,VENUES,Performance sites,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
2584,4/30/2020,OTS,"Extra periods, for short",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.25,0.16666666666666666,False,False,False
2585,12/11/2018,AREA,Real estate measurement,Other,,False,3,23,2,False,False,False,False,0,False,7.0,0,0.0,0.08695652173913043,False,False,True
2586,10/20/2018,TAROT,"King of Cups, e.g.",Other,,False,4,18,6,False,False,False,False,2,False,3.75,1,0.5,0.3333333333333333,True,False,True
2587,12/25/2019,ERODE,Get washed away,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.13333333333333333,False,False,True
2588,4/12/2021,SEA,South China ___,Other,,False,3,15,5,False,True,False,False,0,False,4.333333333333333,0,0.6666666666666666,0.3333333333333333,False,False,True
2589,8/25/2018,EAU,"Theme of Cirque du Soleil's ""O,"" appropriately",Other,,False,7,46,10,False,False,False,False,0,False,5.714285714285714,1,0.42857142857142855,0.21739130434782608,False,False,False
2590,8/3/2020,ADULT,Child's counterpart,Other,,False,2,19,2,False,False,False,False,0,False,9.0,0,0.5,0.10526315789473684,False,False,True
2591,12/29/2019,ONEPERCENT,Megarich group,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,False
2592,7/8/2020,NOLE,"Florida State athlete, for short",Other,,False,5,32,5,False,False,False,False,0,False,5.6,1,0.4,0.15625,False,False,False
2593,4/3/2018,SUNDEW,Sticky-leaved plant that feeds on insects,Other,,False,6,41,6,False,False,False,False,0,False,6.0,0,0.0,0.14634146341463414,False,False,True
2594,7/28/2018,AIDE,Worker on the Hill,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.25,0.16666666666666666,False,False,True
2595,1/24/2020,AUGUSTA,"State capital with fewer than 20,000 residents",Other,,False,7,46,12,False,False,False,False,0,False,5.714285714285714,1,0.14285714285714285,0.15217391304347827,False,False,True
2596,4/5/2020,PELL,Big name in student grants,Other,,False,5,26,4,False,False,False,False,0,False,4.4,0,0.0,0.15384615384615385,False,False,True
2597,8/26/2020,ELTRAIN,Chicago transport choice,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.08333333333333333,False,False,False
2598,11/12/2020,EYDIE,Vocalist Gorme,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,1.0,0.07142857142857142,False,False,False
2599,4/27/2018,ROC,Mythical bird,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
2600,9/11/2021,KNEE,Take a ___,Other,,False,3,10,5,False,True,False,False,0,False,2.6666666666666665,0,0.0,0.5,False,False,True
2601,5/17/2020,EVILS,Iniquities,Single Word,,False,1,10,0,False,False,False,False,0,False,10.0,0,0.0,0.0,False,False,True
2602,1/25/2021,PEA,"Cause of a sleepless night for a princess, in a fairy tale",Other,,False,12,58,12,False,False,False,False,0,False,3.9166666666666665,1,0.0,0.20689655172413793,False,False,True
2603,4/6/2020,LEAP,Long jump,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.0,0.1111111111111111,False,False,True
2604,8/18/2021,PGA,"Babe Zaharias was the first woman to compete on its tour, in brief",Other,,False,13,66,13,False,False,False,False,0,False,4.153846153846154,1,0.15384615384615385,0.19696969696969696,False,False,False
2605,3/23/2018,OBIT,End piece?,Other,,True,2,10,2,False,False,False,False,0,False,4.5,0,0.0,0.2,False,False,True
2606,7/21/2019,ADORNED,Dressed up,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,False
2607,4/29/2018,TEAL,Blue-green,Other,,False,1,10,1,False,False,False,False,0,False,10.0,0,0.0,0.1,False,False,True
2608,3/22/2018,ODD,Not quite right,Other,,False,3,15,2,False,False,False,False,0,False,4.333333333333333,0,0.0,0.13333333333333333,False,False,True
2609,11/21/2018,APPLEPAY,Digital wallet choice,Other,,False,3,21,2,False,False,False,False,0,False,6.333333333333333,0,0.3333333333333333,0.09523809523809523,False,False,False
2610,6/15/2019,AMILATE,Question following a holdup,Other,,False,4,27,3,False,False,False,False,0,False,6.0,0,0.0,0.1111111111111111,False,False,False
2611,8/11/2021,ADWEEK,Magazine highlighting Clio winners,Other,,False,4,34,3,False,False,False,False,0,False,7.75,0,0.25,0.08823529411764706,False,False,False
2612,12/7/2017,MATHIS,"Johnny who sang on the duet ""Too Much, Too Little, Too Late""",Other,,False,12,60,15,False,False,False,False,0,False,4.083333333333333,2,0.5833333333333334,0.25,False,False,False
2613,4/15/2021,INERROR,Wrongly,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False
2614,6/22/2019,ALIT,Touched the ground,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1111111111111111,False,False,True
2615,9/18/2019,STOVEPIPE,Hat worn by Abraham Lincoln,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.6,0.14814814814814814,False,False,True
2616,4/22/2019,OHMY,"""Good heavens!""",Other,,False,2,15,4,True,False,False,False,0,False,7.0,0,0.0,0.26666666666666666,False,False,False
2617,5/22/2019,ORTHO,Prefix with -dontic,Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,0,0.0,0.15789473684210525,False,False,True
2618,12/22/2020,OREO,Dunkable cookie,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,False
2619,4/27/2018,PERSIAN,Cat known as a Shirazi in the Mideast,Other,,False,8,37,7,False,False,False,False,0,False,3.75,0,0.375,0.1891891891891892,False,False,True
2620,6/21/2018,ERIE,Stop on Amtrak's Lake Shore Limited,Other,,False,6,35,6,False,False,False,False,0,False,5.0,0,0.6666666666666666,0.17142857142857143,False,False,True
2621,6/3/2018,TWINS,Delivery that's usually expected,Other,,False,4,32,4,False,False,False,False,0,False,7.25,0,0.25,0.125,False,False,True
2622,11/4/2018,OSMOND,"Donny who won ""Dancing With the Stars""",Other,,False,7,38,8,False,False,False,False,0,False,4.571428571428571,0,0.5714285714285714,0.21052631578947367,False,False,True
2623,2/1/2021,OSHA,Factory-inspecting org.,Other,,False,2,23,3,False,False,False,False,1,False,11.0,0,0.0,0.13043478260869565,False,False,False
2624,6/10/2019,ANYHOW,"""Be that as it may ...""",Other,,False,6,23,10,True,False,False,False,0,True,3.0,0,0.0,0.43478260869565216,False,False,True
2625,12/1/2020,AYES,Supporting votes,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.0,0.0625,False,False,True
2626,3/31/2021,INFACT,"""Believe it or not ...""",Other,,False,5,23,9,True,False,False,False,0,True,3.8,0,0.0,0.391304347826087,False,False,False
2627,4/6/2019,EWES,Ricotta sources,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,True
2628,5/4/2020,TAP,Spigot,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
2629,12/27/2019,PDFS,Shareable PC files,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.3333333333333333,0.1111111111111111,False,False,False
2630,2/29/2020,NAH,Casual turndown,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,False
2631,6/11/2021,ACES,Las Vegas W.N.B.A. team,Other,,False,4,23,7,False,False,False,False,4,False,5.0,0,0.75,0.30434782608695654,False,False,True
2632,8/27/2019,ASSORT,Put into different classes,Other,,False,4,26,3,False,False,False,False,0,False,5.75,0,0.0,0.11538461538461539,False,False,True
2633,5/28/2021,RAE,"Bob ___, Canadian ambassador to the U.N.",Other,,False,7,40,12,False,True,False,False,2,False,4.857142857142857,1,0.42857142857142855,0.3,False,False,False
2634,11/1/2020,ODE,"""___ to My Family"" (song by the Cranberries)",Other,,False,8,44,14,False,True,False,False,0,False,4.625,0,0.375,0.3181818181818182,False,False,True
2635,9/9/2019,YOYO,Toy on a string,Other,,False,4,15,3,False,False,False,False,0,False,3.0,0,0.0,0.2,False,False,False
2636,9/26/2021,TRITE,Overdone,Single Word,,False,1,8,0,False,False,False,True,0,False,8.0,0,0.0,0.0,False,False,True
2637,3/17/2019,KAPOW,Wham!,Other,,False,1,5,1,False,False,False,False,0,False,5.0,0,0.0,0.2,False,False,False
2638,8/24/2021,TAP,Dance genre,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,True
2639,12/27/2019,OER,"Contraction missing a ""v""",Other,,False,4,25,5,False,False,False,False,0,False,5.5,0,0.0,0.2,False,False,True
2640,4/9/2020,TIE,Bond or bind,Other,,False,3,12,2,False,False,False,False,0,False,3.3333333333333335,0,0.0,0.16666666666666666,False,False,True
2641,3/28/2021,ORATE,Deliver a speech,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.125,False,False,True
2642,4/15/2021,LIT,"Happening, in slang",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.0,0.15789473684210525,False,False,True
2643,9/19/2018,TBONES,Some steak orders,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.11764705882352941,False,False,False
2644,9/1/2020,KIM,A Kardashian,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.5,0.08333333333333333,False,False,True
2645,10/12/2018,STRODE,Marched,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
2646,11/10/2019,GRAF,Tennis player with a record 377 cumulative weeks ranked No. 1,Other,,False,11,61,15,False,False,False,False,1,False,4.636363636363637,0,0.18181818181818182,0.18032786885245902,False,False,False
2647,8/6/2020,BRO,Compadre,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False
2648,5/11/2021,CLASH,Not go well together,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.0,0.15,False,False,True
2649,5/30/2019,JACKSONHOLE,Peter ... / Rabbit ...,Other,,False,5,22,11,False,False,False,False,0,True,3.6,0,0.4,0.5,False,False,False
2650,10/3/2018,GETDONE,Finish,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,False
2651,5/10/2018,ENDIVE,Salad vegetable,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.5,0.06666666666666667,False,False,True
2652,8/18/2019,KAZOOS,Ones generating buzz in the music world?,Other,,True,7,40,7,False,False,False,False,0,False,4.857142857142857,0,0.0,0.175,False,False,True
2653,3/7/2020,FAIRGAME,OK to target,Other,,False,3,12,2,False,False,False,False,0,False,3.3333333333333335,0,0.0,0.16666666666666666,False,False,False
2654,8/15/2019,DROOL,"Really desire, with ""over""",Other,,False,4,26,6,False,False,False,False,0,False,5.75,1,0.0,0.23076923076923078,False,False,True
2655,12/28/2019,BUS,Coach,Single Word,,False,1,5,0,False,False,False,False,0,False,5.0,0,0.0,0.0,False,False,True
2656,4/17/2020,ACACIA,Food for a giraffe,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.0,0.16666666666666666,False,False,True
2657,9/27/2020,YODA,Jedi who trained Luke,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.5,0.14285714285714285,False,False,False
2658,3/15/2020,EMCEE,Roaster or toaster,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1111111111111111,False,False,True
2659,12/23/2019,SOL,Note between fa and la,Other,,False,5,22,4,False,False,False,False,0,False,3.6,0,0.0,0.18181818181818182,False,False,True
2660,11/29/2018,ZUNI,Native of New Mexico,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.75,0.15,False,False,True
2661,9/15/2019,METERED,Like some poetry,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.0,0.125,False,False,False
2662,7/22/2018,IBARS,Some beams,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,False
2663,3/22/2021,JAMBS,Door parts,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,True
2664,10/25/2018,LAPSED,Ran out,Other,,False,2,7,1,False,False,False,False,0,False,3.0,0,0.0,0.14285714285714285,False,False,True
2665,9/11/2021,HOGHEAVEN,Euphoria,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False
2666,2/11/2021,LOEW,Movie magnate Marcus,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.6666666666666666,0.1,False,False,False
2667,3/28/2021,GOOD,Not spoiled,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,True
2668,3/14/2019,MAINMENU,Top-level list,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.0,0.14285714285714285,False,False,False
