,clue,Word,count,other Word results
554885,___ Island,RHODE,11,"['ELLIS', 'STATEN']"
456992,Sore,ACHY,11,"['IRKED', 'TENDER', 'RILED', 'VEXED', 'MAD', 'IRRITATED', 'UPSET', 'ACHING']"
456917,Soprano Gluck,ALMA,11,[]
559699,___ rule,ASA,11,['MOB']
382310,Poi source,TARO,11,[]
382115,"Poet's ""before""",ERE,11,[]
8827,"""Hamlet"" courtier",OSRIC,11,[]
146438,Daze,STUPOR,11,"['TRANCE', 'STUN']"
146578,Dead duck,GONER,11,[]
147033,Debtor's letters,IOU,11,[]
147034,Debtor's note,IOU,11,[]
322302,Mouths,ORA,11,[]
47281,Abominable Snowman,YETI,11,[]
323219,Mr. Onassis,ARI,11,[]
440528,Sign of success,SRO,11,[]
219910,Guns,REVS,11,['REVSUP']
241632,If not,ELSE,11,[]
441561,Since,ASOF,11,"['AGO', 'INTHAT', 'ASLONGAS']"
323518,"Mrs., abroad",SRA,11,"['FRAU', 'MME']"
114182,Charlemagne's domain: Abbr.,HRE,11,[]
9238,"""Help!""",SOS,11,['SAVEME']
148641,Delete,XOUT,11,"['ERASE', 'EDITOUT', 'OMIT']"
514339,Understand,GET,11,"['READ', 'GETIT', 'GRASP', 'GROK', 'SEE']"
94620,Break,GAP,11,"['HOLIDAY', 'TAME', 'ENTRACTE', 'RECESS', 'RIFT', 'HIATUS', 'RESTPERIOD', 'TAKETEN', 'VIOLATE', 'CAESURA', 'RESPITE', 'LULL', 'TAKEFIVE', 'REST', 'TIMEOUT', 'PAUSE', 'NAP', 'ESCAPE', 'STOP']"
384190,Poorly,ILL,11,['ILLY']
514376,Understood,GOT,11,"['KNEW', 'TACIT', 'KNOWN', 'SEEN', 'GRASPED']"
149245,Demolish,RAZE,11,"['TOTAL', 'RUIN']"
320517,"Mornings, for short",AMS,11,[]
83214,Big Ten sch.,OSU,11,['MSU']
513932,Uncooked,RAW,11,[]
83117,Big D.C. lobby,NRA,11,['AARP']
219525,Guitarist Paul,LES,11,[]
219658,Gulf war missile,SCUD,11,[]
219777,Gumshoe,TEC,11,"['SHAMUS', 'DICK']"
219785,Gun,REV,11,[]
440801,Signs,INKS,11,['OMENS']
150335,Desertlike,ARID,11,"['DRY', 'SERE', 'SAHARAN']"
512562,U.K. record label,EMI,11,[]
512513,U.F.O. crew,ETS,11,['ALIENS']
151284,Deuce follower,ADIN,11,"['ADOUT', 'TREY']"
82768,Biblical suffix,ETH,11,['EST']
82707,Biblical preposition,UNTO,11,[]
512010,Twosome,ITEM,11,"['COUPLE', 'DUET', 'DUAD', 'DUO', 'PAIR', 'SPAN', 'DYAD']"
48330,Accumulate,AMASS,11,"['GARNER', 'PILEUP']"
243772,In favor of,FOR,11,['PRO']
62740,Approaches,NEARS,11,"['GETSCLOSER', 'METHODS', 'COMES']"
105894,Capital of Belarus,MINSK,11,[]
67977,Attention,EAR,11,"['MIND', 'HEED', 'CARE']"
219127,Guarantee,ASSURE,11,"['MAKESURE', 'SWEARTO', 'ICE', 'SURETY', 'INSURE', 'SUREBET', 'ENSURE', 'AVOUCH']"
387071,Pound sound,ARF,11,"['YAP', 'YELP', 'GRR', 'WOOF', 'YIP']"
152161,Dickens's ___ Heep,URIAH,11,[]
94580,Bread spread,OLEO,11,['MAYO']
547664,Working without ___,ANET,11,[]
153145,Digs,PAD,11,"['GIBES', 'ISINTO', 'BARBS', 'JABS', 'POTSHOTS', 'CRIB', 'ADORES', 'LIKES']"
10209,"""Hurry!""",ASAP,11,"['CMON', 'STEPONIT', 'LETSGO']"
388792,Prefix with cycle,TRI,11,"['UNI', 'EPI']"
388660,Prefix with athlete,TRI,11,[]
91088,Bone-dry,SERE,11,['ARID']
315544,Mint,NEW,11,"['FORTUNE', 'PRISTINE', 'BRANDNEW', 'COIN', 'UNUSED', 'CREATE']"
154493,Discharges,EGESTS,11,"['EMITS', 'DOES', 'SALVOS']"
510045,Tummy muscles,ABS,11,[]
35302,06-Jun-44,DDAY,11,[]
389169,Prefix with second,NANO,11,['MILLI']
439337,"Shrek, for one",OGRE,11,[]
244158,In stitches,SEWN,11,"['SUTURED', 'SEWNUP', 'SEAMED']"
103460,California wine valley,NAPA,11,['SONOMA']
459659,"Spanish ""that""",ESA,11,['ESO']
217308,Greetings,HIS,11,"['ALOHAS', 'HELLOS']"
217377,Grenoble's river,ISERE,11,[]
389179,Prefix with skeleton,ENDO,11,['EXO']
509415,Trudge,PLOD,11,"['TREK', 'SLOG', 'TRAIPSE']"
509203,Trouble,AIL,11,"['ILL', 'WORRY', 'BESET', 'NAGAT', 'HOTWATER', 'HARASS', 'PERTURB', 'VEX', 'ADO', 'WOE', 'IRK', 'EATAT', 'HAUNT']"
314548,Milk: Prefix,LACTO,11,"['LACTI', 'LACT']"
314197,Miler Sebastian,COE,11,[]
314206,Miles away,AFAR,11,['NOTNEAR']
35278,007,BOND,11,[]
157032,Doc bloc,AMA,11,['HMO']
68696,Austen heroine,EMMA,11,[]
215640,Grant,CEDE,11,"['VEST', 'LET', 'CONCEDE', 'ENDOW', 'ALLOW', 'AWARD']"
460698,Specialty,AREA,11,"['METIER', 'NICHE', 'FIELD', 'FORTE']"
215975,Gray,AGE,11,"['DRAB', 'DREARY', 'ASHEN', 'SLATY', 'ASHY']"
216095,Grazing ground,LEA,11,[]
216506,Greek cheese,FETA,11,[]
49367,Actor Gulager,CLU,11,[]
49280,Actor Delon,ALAIN,11,[]
81489,"Bert of ""The Wizard of Oz""",LAHR,11,[]
157977,Dog in Oz,TOTO,11,[]
507737,Tree with catkins,ALDER,11,[]
158897,Donnybrook,MELEE,11,"['FRAY', 'RIOT', 'ROW', 'SCRAP', 'FRACAS']"
159032,Door sign,MEN,11,"['LADIES', 'ENTER', 'PULL', 'EXIT']"
81186,Benefit,SAKE,11,"['AVAIL', 'UPSIDE', 'AID', 'BOON', 'PERK', 'BEHOOVE', 'GAIN', 'USE']"
159087,Doozy,LULU,11,"['BEAUT', 'ONER', 'PIP', 'SNORTER']"
159656,Dove's sound,COO,11,[]
62386,Apple variety,IMAC,11,"['GOLDENDELICIOUS', 'ADAMS', 'WINESAP', 'NANO', 'RUSSET']"
215065,Graf ___,SPEE,11,[]
559116,___ of Wight,ISLE,11,[]
312673,Mexican Mrs.,SRA,11,[]
49478,Actor Kilmer,VAL,11,[]
3444,"""Buenos ___""",DIAS,11,[]
11158,"""I'm ___ you!""",ONTO,11,[]
392882,Profess,AVER,11,"['AVOW', 'CLAIM', 'PURPORT']"
98362,Buck's mate,DOE,11,['HIND']
11522,"""If all ___ fails ...""",ELSE,11,[]
162198,Drops,OMITS,11,"['SHEDS', 'EBBS', 'LOWERS', 'LESSENS']"
504190,Toronto's prov.,ONT,11,[]
311249,Memo opener,INRE,11,['FYI']
558903,___ monster,GILA,11,[]
98396,Buckeyes' sch.,OSU,11,[]
162792,Duck,EVADE,11,"['SHIRK', 'SIDESTEP', 'ELUDE', 'AVOID', 'DODGE']"
503515,Top,LID,11,"['VERTEX', 'SHIRT', 'OUTDO', 'BEST', 'APEX', 'ACME', 'CAP', 'ZENITH', 'ONEUP', 'PEAK', 'BLOUSE', 'OPTIMUM']"
68898,Author Fleming,IAN,11,[]
461338,Spicy cuisine,THAI,11,"['CREOLE', 'CAJUN', 'HUNAN', 'INDIAN', 'MEXICAN', 'TEXMEX']"
394170,Prosperity,WEAL,11,"['BOOM', 'WELFARE', 'EASE']"
163295,Dump,STY,11,"['SCRAPHEAP', 'MESS', 'CAN', 'SCRAP', 'ASHCAN', 'EYESORE', 'AXE', 'JILT', 'RATTRAP']"
50171,Actress Davis,GEENA,11,['BETTE']
50131,Actress Chase,ILKA,11,[]
395091,Psychoanalyst Fromm,ERICH,11,[]
98443,Bucks and does,DEER,11,[]
558886,___ mode,ALA,11,[]
91320,Book after II Chronicles,EZRA,11,[]
79965,Before now,AGO,11,['EARLIER']
308936,Maximally,ATMOST,11,"['TOPS', 'THEMOST']"
548917,Wrinkly fruit,UGLI,11,"['UGLIS', 'PRUNE']"
164532,Eagle's home,AERIE,11,[]
61878,Apiece,PER,11,['EACH']
461606,Spinning,AREEL,11,['AWHIRL']
395810,Pull down,EARN,11,['NET']
164747,Early Beatle Sutcliffe,STU,11,[]
501664,To date,ASYET,11,"['YET', 'SOFAR']"
501527,To ___ (exactly),ATEE,11,[]
500683,Tirade,RANT,11,[]
165891,Eastern royal,RANI,11,['RANEE']
165992,Easy mark,SAP,11,"['LIVEONE', 'SIMP', 'PATSY']"
549093,Writer Jong,ERICA,11,[]
307282,Marsh plant,REED,11,"['CATTAIL', 'SEDGE']"
307451,Martini garnish,OLIVE,11,[]
397436,Put on,STAGE,11,"['AIR', 'DON', 'TELECAST', 'GAIN', 'AIRED', 'DONNED', 'WORE', 'ADDED', 'APPLY', 'ADD', 'STAGED', 'WEAR', 'LOAD', 'LADE', 'HOAX', 'APPLIED', 'LADED', 'FEIGN']"
167522,Eight: Prefix,OCTO,11,['OCTA']
167510,Eight-time Norris Trophy winner,ORR,11,[]
398466,Qatar's capital,DOHA,11,[]
248668,Interpret,READ,11,[]
435812,Shed,MOLT,11,"['REMOVE', 'LEANTO', 'CAST', 'LOSE', 'EMIT']"
106270,Capp and Capone,ALS,11,[]
50922,Actress Zadora,PIA,11,[]
33612,'Fore,ERE,11,['TIL']
168128,Electrical unit,REL,11,"['VOLT', 'FARAD', 'TESLA', 'OHM', 'WATT', 'AMPERE', 'AMP']"
498768,Ticked off,SORE,11,"['IRKED', 'ANNOYED', 'CROSS', 'IRATE', 'PEEVED', 'RILED', 'IRED', 'ANGRY', 'MAD', 'ANGERED', 'UPSET', 'INASNIT']"
549085,Writer James,AGEE,11,[]
558312,___ friends,AMONG,11,[]
398807,Quantity: Abbr.,AMT,11,[]
498734,Tick off,IRE,11,"['LIST', 'ANGER', 'DETAIL', 'VEX', 'STEAM', 'IRK', 'PIQUE', 'INCENSE', 'MIFF', 'RILE', 'ANNOY', 'PEEVE', 'ENRAGE']"
498395,Throws in,ADDS,11,[]
549201,Writer ___ Rogers St. Johns,ADELA,11,[]
400305,Quod ___ faciendum,ERAT,11,[]
304267,Managed,RAN,11,"['OPERATED', 'LED', 'MADEDO', 'DIDOK', 'GOTBY', 'SEENTO']"
304612,Manipulate,USE,11,['WIELD']
399357,Quench,SLAKE,11,['SATE']
249668,Iranian money,RIAL,11,['RIALS']
213927,Goose egg,NIL,11,"['BAGEL', 'CIPHER', 'AUGHT', 'NADA', 'ZIP', 'ZERO']"
13242,"""Later""",TATA,11,"['PEACE', 'BYE', 'NOTNOW', 'SEEYA', 'SOLONG', 'ADIOS', 'CIAO', 'SEEYOU']"
558380,___ good example,SETA,11,[]
495858,Thickness,PLY,11,['CALIPER']
110631,Cedar Rapids college,COE,11,[]
301955,Make a choice,OPT,11,[]
174644,Even,TIED,11,"['TIEDUP', 'EQUAL', 'INATIE', 'SQUARE', 'ONAPAR', 'YET', 'NOLESS', 'ALIGN']"
492703,Therefore,HENCE,11,"['ERGO', 'THUS']"
492092,The works,ALL,11,['ATOZ']
300569,Madrid museum,PRADO,11,[]
301260,Main artery,AORTA,11,[]
176400,Exhaust,USEUP,11,"['DRAIN', 'TIREOUT', 'ENFEEBLE', 'WEAROUT', 'TIRE', 'DEPLETE']"
491100,The blahs,ENNUI,11,['BOREDOM']
176705,Expected,DUE,11,"['USUAL', 'AWAITED', 'DUEIN']"
552486,Zig or zag,VEER,11,"['SLUE', 'ALTERONESCOURSE', 'TURN']"
69261,Authority,SAYSO,11,"['MAVEN', 'POWER']"
435177,Sharp,ACUTE,11,"['ACRID', 'TART', 'DRESSY', 'SMART', 'INFOCUS', 'CANNY', 'ALERT', 'POINTY', 'ASTUTE', 'KEEN', 'ACERB', 'SHREWD', 'ACID', 'ACIDIC', 'SLY', 'INCISIVE', 'SNAZZY', 'CLEVER', 'ACERBIC']"
300039,Madame Bovary,EMMA,11,[]
177057,Exploit,DEED,11,"['FEAT', 'GESTE', 'PLAYON', 'GEST', 'USE', 'MILK']"
177530,Extended family,CLAN,11,['TRIBE']
178146,Eye problem,STYE,11,"['IRITIS', 'STY']"
489031,"The ""E"" in Q.E.D.",ERAT,11,[]
488859,That: Sp.,ESA,11,['ESO']
298900,Lummox,OAF,11,"['CLOD', 'PALOOKA', 'STUMBLEBUM', 'APE', 'ASS', 'LOUT', 'BIGAPE']"
52293,Advance,LOAN,11,"['CONTINUE', 'SPOT', 'LEND', 'INROAD']"
488760,That guy,HIM,11,[]
76777,Battery size,AAA,11,[]
488659,"Thailand, once",SIAM,11,[]
32364,"""___ the land of the free ...""",OER,11,[]
403817,Ready for business,OPEN,11,[]
32606,"""___ we forget""",LEST,11,[]
487383,Tennis do-over,LET,11,[]
405039,Rebuffs,NOS,11,"['SLAPS', 'NOES', 'SNUBS']"
32250,"""___ takers?""",ANY,11,[]
434258,Shade of blue,SKY,11,"['AZURE', 'ROYAL', 'COBALT', 'DENIM', 'CYAN', 'ANIL', 'NAVY', 'NILE', 'STEEL', 'OPAL', 'ETON', 'POWDER', 'TEAL', 'AQUA']"
2449,"""Awesome!""",RAD,11,"['SWEET', 'COOL', 'NEAT', 'BOOYAH', 'SUPER', 'WOW', 'ZOWIE', 'SICK', 'DYNAMITE']"
212170,Goes off,ERRS,11,"['EXPLODES', 'ERUPTS', 'DEPARTS']"
297393,"Loud, as a crowd",AROAR,11,[]
181178,Farm unit,ACRE,11,['BALE']
296229,Looking up,ROSY,11,['SUNNY']
405671,Record producer Brian,ENO,11,[]
181307,Farsi speaker,IRANI,11,['IRANIAN']
181882,Fate,LOT,11,"['KARMA', 'PREORDAIN', 'KISMET', 'DOOM']"
182095,Fathers,SIRES,11,"['PRIESTS', 'BEGETS', 'DADS']"
182891,Fed,GMAN,11,"['TMAN', 'AGENT']"
294734,London gallery,TATE,11,[]
211485,Go-___,KART,11,['GETTER']
31801,"""___ my case""",IREST,11,[]
557815,___ de Cologne,EAU,11,[]
75809,Baseball's Slaughter,ENOS,11,[]
75782,Baseball's Moises,ALOU,11,[]
100031,Burn,SEAR,11,"['SEETHE', 'CHAR', 'SMART', 'SCORCH', 'SCALD', 'DIS']"
407444,Rejections,NOS,11,['NOES']
31705,"""___ luck?""",ANY,11,[]
484477,Tallow source,SUET,11,[]
185712,Fill-in,TEMP,11,['SUB']
15509,"""My gal"" of song",SAL,11,[]
294219,Loch ___,NESS,11,['LOMOND']
294220,Loch ___ monster,NESS,11,[]
408446,Relinquish,CEDE,11,"['DEMIT', 'FORGO', 'ABDICATE', 'QUIT', 'WAIVE', 'ABNEGATE']"
408400,Religious offshoot,SECT,11,[]
186982,Finish,END,11,"['ENDUP', 'TOPOFF', 'WRAPUP', 'PUTTOBED', 'MOPUP', 'VENEER', 'GETDONE', 'DOIN']"
186963,Fingers,IDS,11,"['DIGITS', 'NAMES', 'RATSON', 'THIEVES', 'TELLSON', 'BLAMES']"
75142,Barrett of Pink Floyd,SYD,11,[]
187193,Fire,CAN,11,"['PASSION', 'PEP', 'BLAZE', 'BOOT', 'ARDOR', 'EXCITE', 'SACK', 'ANIMATE', 'AXE', 'ZEAL', 'LETGO']"
431975,Sense of self,EGO,11,[]
260258,Jacket,COAT,11,['LINER']
431799,"Send, as payment",REMIT,11,[]
60207,Anklebones,TALI,11,['TARSI']
464867,Stage direction,ENTER,11,"['EXEUNT', 'EXIT']"
552316,Zenith,ACME,11,"['APOGEE', 'APEX', 'TOP', 'PEAK']"
210589,Go (for),VIE,11,"['RETAIL', 'TRY', 'OPT']"
19756,"""Shoot!""",ASK,11,"['FIREAWAY', 'NUTS', 'OPENFIRE', 'OHDARN', 'DARN', 'ASKME', 'HECK', 'NERTS', 'OHNO', 'RATS', 'DANG', 'DRAT', 'DANGIT']"
292599,Literary monogram,GBS,11,"['TSE', 'EAP', 'RLS', 'RWE']"
100129,Burning,AFIRE,11,"['AGLOW', 'ONFIRE', 'REDHOT', 'ARDENT', 'AFLAME', 'LIT', 'URGENT']"
482542,Tacks on,ADDS,11,['APPENDS']
550569,Yearn (for),ACHE,11,"['LONG', 'PINE', 'STARVE', 'ITCH']"
74759,"Barely manage, with ""out""",EKE,11,[]
480866,Symbol of strength,OAK,11,"['STEEL', 'OAKTREE']"
480371,Swiss river,AAR,11,['AARE']
480372,Swiss river,AARE,11,['AAR']
480432,Switch positions,ONS,11,"['ONOFF', 'OFFS', 'FLIPFLOP']"
60190,Ankle bones,TARSI,11,[]
209521,Give the slip,ELUDE,11,['EVADE']
60393,Annoy,IRK,11,"['WEARON', 'RANKLE', 'NETTLE', 'GRATE', 'VEX', 'MIFF', 'RILE', 'PEEVE', 'PESTER']"
411797,Reuters competitor,UPI,11,['ASSOCIATEDPRESS']
283628,Like Nash's lama,ONEL,11,[]
412563,Ricelike pasta,ORZO,11,[]
54663,Al ___,DENTE,11,[]
479481,Swear,ATTEST,11,"['AVOW', 'CUSS', 'AVER']"
74037,Banned insecticide,DDT,11,[]
16432,"""Now I see!""",AHA,11,"['AAH', 'AHSO', 'AHYES']"
74025,Banned apple spray,ALAR,11,[]
479253,Swab,MOP,11,"['MATEY', 'TAR', 'WETMOP']"
479088,Sushi fish,EEL,11,"['AHI', 'SEAEEL', 'TUNA', 'TAI', 'OPAH', 'EELS']"
261258,Japanese soup,MISO,11,['RAMEN']
556051,"___ Raton, Fla.",BOCA,11,[]
208726,Gin flavoring,SLOE,11,[]
555782,___ Park,ESTES,11,['MENLO']
478847,Surrender,CEDE,11,"['WAIVE', 'SAYUNCLE', 'QUIT']"
192302,Flush,EVEN,11,"['COLOR', 'ROSINESS', 'REDDEN', 'LOADED', 'TURNRED']"
478517,Surf sound,ROAR,11,[]
478524,Surface,EMERGE,11,"['PAVE', 'ARISE', 'APPEAR']"
414207,River of Hesse,EDER,11,[]
100876,Busy as ___,ABEE,11,[]
192893,Folk singer Guthrie,ARLO,11,[]
73666,Bangkok native,THAI,11,[]
477867,Superman's mother,LARA,11,[]
280737,Letter before omega,PSI,11,[]
414452,River to the Seine,OISE,11,['MARNE']
108327,Cartoonist Browne,DIK,11,[]
477434,Sup,EAT,11,['DINE']
279674,"Lena of ""Chocolat""",OLIN,11,[]
279797,Lennon's love,ONO,11,[]
93800,Brains,SENSE,11,"['SMARTNESS', 'EINSTEINS', 'GENII', 'GRAYMATTER']"
557129,___ and outs,INS,11,[]
26938,"""Well done!""",NICE,11,"['NICEJOB', 'GOOD', 'RAH', 'BRAVO', 'IMIMPRESSED', 'OLE']"
19115,"""Sad to say ...""",ALAS,11,[]
261154,Japanese honorific,SAN,11,[]
477098,Sun Devils' sch.,ASU,11,[]
92048,Boredom,ENNUI,11,[]
277228,Laze,LOLL,11,[]
29756,"""___ Fideles""",ADESTE,11,[]
56112,Alluring,SEXY,11,"['SEDUCTIVE', 'HOT', 'EROTIC']"
476435,Suit,EXEC,11,"['BEFIT', 'FIT']"
108142,Cartesian conclusion,IAM,11,[]
276527,Laugh syllable,HAR,11,['HEE']
277014,Lawyer: Abbr.,ATT,11,['ATTY']
417031,Rope material,HEMP,11,[]
417020,Rope fiber,SISAL,11,"['BAST', 'COIR', 'HEMP', 'JUTE']"
416932,Rooster's mate,HEN,11,[]
476087,Suffix with psych-,OTIC,11,['OSIS']
196457,Fort Worth sch.,TCU,11,[]
27165,"""What ___ is new?""",ELSE,11,[]
92358,Botanist Gray,ASA,11,[]
431012,Select,TAP,11,"['ELITE', 'CHOOSE', 'CULL', 'OPT', 'APPOINT', 'OPTFOR']"
274745,Language of Pakistan,URDU,11,[]
275941,Latch (onto),GLOM,11,[]
475819,Suffix with ethyl,ENE,11,[]
197006,Four Holy Roman emperors,OTTOS,11,[]
197221,Four: Prefix,TETRA,11,['TETR']
272025,Kosher,LEGIT,11,"['ALLOWABLE', 'LICIT', 'ETHICAL']"
272219,Kuwaiti leader,EMIR,11,[]
419772,Russian space station,MIR,11,[]
271206,Kitty,POT,11,"['POOL', 'PUSS', 'MEWER', 'NESTEGG']"
102433,Cabinet dept.,EDUC,11,"['AGR', 'HUD', 'ENER']"
18878,"""Rocks""",ICE,11,[]
468777,Stepped,TROD,11,[]
261837,"Jeanne d'Arc, e.g.: Abbr.",STE,11,[]
28963,"""You said it, brother!""",AMEN,11,[]
198943,French possessive,TES,11,"['MON', 'ATOI', 'MES', 'AMOI', 'SES']"
101475,Bygone,OLDEN,11,"['PAST', 'OLD', 'OLDTIME']"
421429,Salon sound,SNIP,11,[]
421382,Salon job,TINT,11,"['WAX', 'COIF', 'FACIAL', 'PERM', 'SET', 'DYE', 'RINSE']"
421275,Salinger dedicatee,ESME,11,[]
270881,Kismet,FATE,11,"['KARMA', 'DESTINY']"
17826,"""Phooey!""",NERTS,11,"['NUTS', 'PAH', 'BAH', 'CRUD', 'OHDARN', 'DARNIT', 'FIE', 'DARN', 'PSHAW', 'DANG', 'RATS', 'DASHIT', 'DRAT', 'DANGIT']"
28617,"""You ___ here""",ARE,11,[]
551805,Young newts,EFTS,11,[]
472475,Stroke,PET,11,"['CARESS', 'RUB', 'PAT']"
422844,Satisfied,MET,11,['SLAKED']
268817,Kind of inspection,ONSITE,11,[]
27476,"""What's the ___?""",USE,11,"['CATCH', 'DIFF', 'DAMAGE', 'RUSH', 'NEWS', 'HARM', 'DEAL', 'POINT', 'DIF']"
265231,Just fine,AOK,11,"['COPACETIC', 'SOSO']"
107370,"Caribbean, e.g.",SEA,11,[]
205363,Genesis victim,ABEL,11,[]
263233,John ___,DOE,11,[]
551713,Young ___,UNS,11,['TURK']
471931,Strength,SINEW,11,"['STAMINA', 'POTENCY', 'ASSET', 'MIGHT', 'FORTE']"
201328,Functions,USES,11,"['GOES', 'ROLES']"
471641,Stratford-upon-___,AVON,11,[]
424203,Scent,AROMA,11,"['SMELL', 'ODOR']"
201792,Furthermore,AND,11,"['ALSO', 'PLUS', 'TOO']"
58515,Analogy words,ISTO,11,[]
267514,Kiln,OAST,11,['OVEN']
470016,Stitches,SEWS,11,['BASTES']
71265,Back talk,SASS,11,"['LIP', 'GUFF']"
204343,Gather,AMASS,11,"['MEET', 'LEARN', 'REAP', 'ACCRUE', 'CORRAL', 'HERD', 'CULL', 'PRESUME', 'GLEAN', 'SUPPOSE', 'INFER', 'DEDUCE']"
27732,"""Whew!""",BOY,11,"['OHMAN', 'BROTHER', 'MAN']"
469755,Stimulate,WHET,11,"['AWAKEN', 'GINUP', 'SHARPEN', 'AROUSE', 'SPUR', 'GOOSE']"
117940,Chowed down,ATE,11,['EATEN']
540737,Witch,CRONE,11,"['SORCERESS', 'HELLCAT', 'HAG']"
447499,Small whirlpool,EDDY,11,[]
542908,"Witherspoon of ""Legally Blonde""",REESE,11,[]
359229,Out,PASSE,11,"['NOTHOME', 'OLDHAT', 'ALIBI', 'RELEASED', 'ABSENT', 'ASLEEP', 'FREED', 'DATED', 'OBSOLETE', 'ONADATE', 'NOTIN', 'ESCAPED', 'DOZING', 'GONE', 'ONSTRIKE', 'EXIT', 'AWAY']"
232978,Hitch,SNAG,10,"['LIMP', 'RUB', 'ENLISTMENT', 'GIMP', 'RIDE']"
116924,"Chinese ""way""",TAO,10,[]
4457,"""Come again?""",HUH,10,"['WHAT', 'HOWSTHAT', 'WHATSTHAT', 'HUNH']"
561241,___-wolf,SHE,10,[]
95486,Bridal path,AISLE,10,[]
356894,Order,FIAT,10,"['EDICT', 'MANDATE', 'SORT', 'TELL', 'WRIT', 'ILK', 'DECREE', 'ECHELON']"
356285,Opposite of sans,AVEC,10,[]
117137,Chip away at,ERODE,10,['EATINTO']
539211,Wind dir.,ENE,10,"['WSW', 'SSE', 'NNE', 'NNW', 'ESE']"
120343,Civil wrong,TORT,10,[]
359784,Outlaw,BAN,10,"['BRIGAND', 'DESPERADO', 'BANISH']"
425558,Scored 100 on,ACED,10,[]
265425,Justice Fortas,ABE,10,[]
59029,Ancient marketplace,AGORA,10,[]
539765,Winged,ALAR,10,"['AVIAN', 'FLEET', 'ALATE']"
89678,Blues singer James,ETTA,10,[]
539823,Wings: Lat.,ALAE,10,[]
361851,Paddle,OAR,10,"['SPANK', 'TAN']"
425424,Scope,AREA,10,"['BREADTH', 'EXTENT', 'ROOM', 'KEN', 'AMBIT']"
425441,Scorch,SEAR,10,"['BURN', 'CHAR', 'BLISTER', 'SCATHE', 'SINGE']"
107560,Carol,NOEL,10,"['SING', 'SONG']"
424288,"Sch. in Troy, N.Y.",RPI,10,[]
542675,With it,HIP,10,"['COOL', 'TUNEDIN', 'CHIC', 'SHARP', 'HEP', 'TOGETHER', 'AWARE', 'ALERT']"
543298,Witty Bombeck,ERMA,10,[]
116874,China's Chiang ___-shek,KAI,10,[]
41981,32-card game,SKAT,10,['ECARTE']
560982,___-frutti,TUTTI,10,[]
539766,Winged,ALATE,10,"['AVIAN', 'FLEET', 'ALAR']"
64692,"Arnaz of ""I Love Lucy""",DESI,10,[]
121309,Classic soft drink,NEHI,10,[]
89305,Blowup: Abbr.,ENL,10,[]
538643,Wild goat,IBEX,10,[]
561063,___-mo replay,SLO,10,[]
363525,Paradises,EDENS,10,[]
363650,Parcel (out),METE,10,[]
42293,401(k) alternative,IRA,10,[]
350263,One of the Judds,NAOMI,10,[]
538288,Wide open,AGAPE,10,[]
18382,"""Quiet!""",SHH,10,"['HUSH', 'SHUSH']"
471328,Straddling,ATOP,10,"['ONTOPOF', 'UPON', 'ACROSS']"
268331,Kind of cross,TAU,10,['PAPAL']
268249,Kind of committee,ADHOC,10,[]
268177,Kind of clef,ALTO,10,['BASS']
267938,Kind of boom,SONIC,10,[]
423749,Scale notes,RES,10,"['FAS', 'TIS', 'MIS', 'LAS']"
471789,Streamlet,RILL,10,[]
201303,Function,USE,10,"['RUN', 'WORK', 'ACT', 'ROLE']"
267073,Kia model,RIO,10,['OPTIMA']
27734,"""Whew!""",MAN,10,"['OHMAN', 'BROTHER', 'BOY']"
104925,Canal site,EAR,10,['PANAMA']
230772,High schooler,TEEN,10,['TEENER']
230391,Hideous,UGLY,10,['UGLYASSIN']
448601,Snap,PIC,10,"['SPUROFTHEMOMENT', 'GOMAD', 'ELAN', 'GOAPE', 'LOSEIT', 'INSTANT', 'FOTO', 'FLIPONESLID', 'PHOTO']"
445815,Slick,OILY,10,"['ICY', 'WET', 'OILSPOT', 'SLY', 'SHREWD', 'SUAVE']"
122002,Clears,NETS,10,"['ERASES', 'RIDS', 'OKS', 'EARNS']"
364652,Part of H.M.S.,HER,10,['HIS']
347272,On the safe side,ALEE,10,['LEEWARD']
268979,Kind of list,TODO,10,"['BESTSELLER', 'TOPTEN', 'DEANS', 'ENEMIES', 'WISH']"
263484,Johnny ___,REB,10,[]
469196,Stick in one's ___,CRAW,10,[]
1579,"""Already?""",SOSOON,10,[]
556489,___ Strauss & Co.,LEVI,10,[]
18349,"""Que ___?""",PASA,10,[]
347214,On the main,ASEA,10,[]
364908,Part of T.G.I.F.,ITS,10,[]
364001,Parisian possessive,SES,10,"['ATOI', 'MES', 'AMOI', 'ALUI', 'TES']"
364555,Part of CBS: Abbr.,SYST,10,['SYS']
121816,Clear,NET,10,"['EARN', 'PURGE', 'EXONERATE', 'ERASE', 'LUCENT', 'LIMPID', 'RID', 'PATENT', 'UNSTOP', 'ABSOLVE', 'ACQUIT', 'EVIDENT', 'LUCID', 'UNCLOG']"
538003,Whole bunch,TON,10,"['HOST', 'RAFTS', 'LOT', 'MESS', 'AGGREGATE', 'SLEW', 'SCAD', 'PASSEL', 'RAFT', 'HEAP']"
236048,Honkers,GEESE,10,['TOOTERS']
269592,Kind of room,REC,10,"['GUEST', 'READING', 'ELBOW', 'ROMPER', 'MENS']"
57932,"Amo, amas, ___",AMAT,10,[]
