Clue,Expected Answer,Wikipedia Page Title,Title Match,Content Match,Searched Wikipedia Titles
Farthest down?,saddest,No Title Match,False,False,"The Man Farthest Down, Booker T. Washington, Pole of inaccessibility, Robert E. Park, Carusu, Meteorite, Depth of field, Ice hockey, Sulfur, Farthest South, Kirby Air Ride, Burndown chart, Inline hockey, Long jump, Lisa Peattie, Hanshin Main Line, Western North America, Top 10 (comics), Parascientific Escape, Diary of a Wimpy Kid: Double Down, Chimborazo, List of highest mountains on Earth, Ramadan, Vendée Globe, Mountain, Johnny Cash, Incas in Central Chile, Ernest Shackleton, Circle jerk, The Irish Rovers, Earth, Muhammad, Locus (comics), Freedom Caucus, Huygens (spacecraft), Tipulidae, Citizens band radio, Tennis, Duluth, Minnesota, Wide receiver, Bleach: Thousand-Year Blood War, DARPA Grand Challenge (2004), Lunar eclipse, 2023 NBA playoffs, Fire Escape Collapse, South Atlantic Anomaly, Mexico, Sinking of the Titanic"
Anklebone,talus,Talus bone,True,True,"Talus bone, Footballer's ankle, Alex Karras, Iguanodon, Bunnock, List of film and television accidents, Tartessos, Culture of Mongolia, Game of Bones, Shagai, Naadam, Pelagornithidae, Chandoli Budruk, Ethnosport Cultural Festival"
Least messy,tidiest,No Title Match,False,False,"Messier object, Messier 87, Lionel Messi, Charles Messier, Andromeda Galaxy, Messier 19, Messier marathon, Ring Nebula, Messier 62, Messier 21, Messier 13, Small Sagittarius Star Cloud, Messier 29, Messier 100, Sombrero Galaxy, Explained sum of squares, Messier 15, Messier 54, Eagle Nebula, Yes Please, Messier 4, Messier 82, Messier 32, Triangulum Galaxy, Messier 48, Messier (automobile), Messy Little Raindrops, Cheryl (singer), Messier 94, Pokimane, Messier 35, Messier 34, List of sports announcers, Wild Duck Cluster, Messier 37, My Least Favorite Year, Milky Way, Omega Nebula"
Sorority member,sister,Sisters of Death (film),True,True,"Fraternities and sororities, Alpha Kappa Alpha, Delta Sigma Theta, Zeta Phi Beta, Sigma Gamma Rho, List of Zeta Phi Beta members, Kappa Kappa Gamma, Sorority recruitment, North American fraternity and sorority housing, Dear Brother, Chi Omega, List of African-American fraternities and sororities, Sorority Boys, Alpha Epsilon Phi, Sigma Sigma Sigma, Delta Zeta, Phi Sigma Sigma, The Most Popular Girls in School, Kappa Alpha Theta, List of Alpha Kappa Alpha members, Sorority Noise, List of Delta Sigma Theta members, National Panhellenic Conference, Tau Gamma Sigma, Kappa Delta, Alpha Kappa Rho, Alpha Sigma Alpha, Alpha Sigma Tau, Lambda Theta Alpha, Sigma Kappa, Association of Education Sororities, Sisters of Death (film), Kappa Phi Lambda, The Haunting of Sorority Row, List of San Diego State University fraternities and sororities, Neighbors 2: Sorority Rising, Initiation (2020 film), Gamma Phi Beta, Phi Mu, Delta Delta Delta, Gamma Phi Delta, Alpha Phi, List of social fraternities, Tau Gamma Phi, Murder of Dru Sjodin, List of social sororities and women's fraternities, Alpha Xi Delta, Pi Beta Phi, Sigma Lambda Upsilon, Dartmouth College fraternities and sororities"
Yang's counterpart,yin,Yin Yoga,True,True,"Jerry Yang, Yin Yoga, Characters of the Street Fighter III series, Dewan Negara, AdS/CFT correspondence, Sui dynasty, List of Psych characters, List of Marvel Comics characters: S, Proton Suprima S, PL-15, Meteor Garden (2018 TV series), Women's Chinese Basketball Association, Olive Young (actress), Marvel Rivals, Dex (YouTuber), Orders, decorations, and medals of Malaysia, Dmuta, Chien-Shiung Wu, Citrus × sinensis, Donnie Wahlberg, Yang Li (stand-up comedian), Two-dimensional Yang–Mills theory, Open back rounded vowel, Phases of ice, Scott Jennings, Mirror matter, Agents of S.H.I.E.L.D., Sonic the Hedgehog 3 (film), Alice (South Korean TV series), Space Force (TV series), Characters of the Mortal Kombat series, Shirō Ishii, Bo Xilai, True Detective season 3, Crash Bandicoot 4: It's About Time, 1-Aminocyclopropane-1-carboxylate synthase, Zaili teaching, Alpha hydroxycarboxylic acid, Xiang-Lei Yang, Han Chinese, List of ethnic slurs, Supercop, Multicritical point, Chronic inflammatory demyelinating polyneuropathy, Jake Sullivan, List of Coca-Cola brands, Sarita Choudhury, Crocus City Hall attack, 2025 German federal election, Prime (drink)"
"""I Wanna Be Sedated"" band",ramones,Road to Ruin (Ramones album),True,True,"I Wanna Be Sedated, Road to Ruin (Ramones album), Arctic Monkeys, Ramones, Elected (song), Pantera, The Offspring, Bossa n' Ramones, Dee Dee Ramone, Marky Ramone, List of downloadable songs for the Rock Band series, Sound of Music (album), Johnny Ramone, Ramones discography, List of songs in Rock Band 3, C. J. Ramone, List of Ramones concerts, Loco Live, Brain Drain (album), Exposed (Vince Neil album), Hed PE, Marcus Henderson (musician), Radiosurgery (song), Weird Tales of the Ramones, Rock 'n' Roll High School, We're a Happy Family: A Tribute to Ramones, Harry Cody (musician), Dance with Me (Blink-182 song), Courtney Love, Bella Thorne filmography, Ramones Maniacs, Sick of It All discography, Warts and All: Volume 1, The Last One (Friends), Lindsay Sloane, Morrissey Curates The Ramones, Why Don't You Get a Job?, Idle Hands, List of songs in Guitar Hero, Mike Argento, Mirel Wagner, Lifestyles of the Ramones, Smile (The Beach Boys album), Guitar Hero (video game), Under the Covers, Vol. 2, Guitar Queer-O, Boogadaboogadaboogada!, Do You Remember Rock 'n' Roll Radio?, Hozier (album), We're Outta Here!"
Horrid,vile,The Libertine (play),False,True,"Horrid Henry (TV series), Horrid Henry, Horrid Henry: The Movie, Northanger Abbey, List of Horrid Henry episodes, Murder Most Horrid, Horrid Henry (book), Mount Horrid, Francesca Simon, Theo Stevenson, Horrid Mysteries, Horrid Henry Tricks the Tooth Fairy, This Horrid Practice, Psyttala horrida, Tyger Drew-Honey, Emma Tate, Horrid Red, A True Narrative of the Horrid Hellish Popish Plot, Nethra Tilakumara, XXXTentacion, Timber rattlesnake, Angelina Jolie, Nothophantes, The UNIX-HATERS Handbook, Tony Ross, Martin Marquez, Tamsin Heatley, Paul Bradley (English actor), Jane Booker, The Mysterious Warning: A German Tale, Argosarchus, Brian Capron, Nassarius horridus, Kimberley Walsh, Robin Driscoll, Riverside Country Park, Nick Moore (filmmaker), Wihwin, Carl Grosse, The Libertine (play), George Costigan, List of films featuring Frankenstein's monster, Synanceia horrida, Valancourt Books, Sam Aston, Don Norman"
Maximum degree,nth,Paleocene–Eocene Thermal Maximum,False,True,"Houston Stewart Chamberlain, Glossary of Nazi Germany, Glossary of graph theory, Degree (graph theory), Independent set (graph theory), Edge coloring, Feng's classification, Brooks' theorem, Generalized geography, Maximum cut, Six degrees of separation, Hierarchy, Overfull graph, Maximum likelihood estimation, Foundations of Geopolitics, Degree-constrained spanning tree, Vizing's theorem, Graph coloring game, Minimum degree spanning tree, Graph coloring, Acyclic coloring, Rayleigh sky model, Total coloring, Outerplanar graph, Linear arboricity, Distributed hash table, Panic disorder, Arboricity, List of unsolved problems in mathematics, Feedback vertex set, Maximum life span, Cutwidth, Angular resolution (graph drawing), Krackhardt kite graph, Moore graph, Subcoloring, Paul J. McAuley, Table of the largest known graphs of a given diameter and maximal degree, Bipartite graph, ADX Florence, Graph theory, Equitable coloring, Hamiltonian path problem, Grundy number, Graph edit distance, Euclidean minimum spanning tree, Degeneracy (graph theory), Slope number, Paleocene–Eocene Thermal Maximum, Degree diameter problem, Chvátal graph, Murder in Florida law"
The brainy bunch?,mensa,No Title Match,False,False,"The Brainy Bunch, Melanie Griffith, Paris Hilton, Find Me in Paris, The Good Place season 3, List of The Nature of Things episodes, List of The Good Place episodes, Bleed American, Cyberjaya, Putrajaya, Roscoe Giles, Taman Melawati, DWRT-FM, Everything Is Bonzer!, Bandar Tasik Puteri, 2007 Australian Film Institute Awards, Ultimate Brain, List of The Smurfs episodes, Nerve (website), Room 222, Harvie and the Magic Museum, Glass (2019 film), Bristol underground scene, The Bling Ring, Kerwhizz, Walk on the Wild Side (Lou Reed song), List of The Smurfs (2021 TV series) episodes, James Anderson Jr., List of The Real Ghostbusters episodes, List of Batman family enemies, List of children's animated television series of the 1990s, John Carter (film), Views of Elon Musk, List of The George Burns and Gracie Allen Show episodes, Petticoat Junction, Alistair Petrie, Tron, Latrice Royale, The OF Tape Vol. 2, Jesse Jackson, Protocol (film), List of Mad episodes, Supercomputer, List of Atomic Betty episodes, Anthology series, Wonder Showzen, List of English words of Old English origin, List of Step by Step episodes, Robotboy, List of Animaniacs (2020 TV series) episodes"
Profligate sort,roue,No Title Match,False,False,"Cleopatra, As We May Think, Jane Austen, Nicomachean Ethics, Vittal Mallya, The Importance of Being Earnest, Empty Mansions, Stranger Things season 4, Inferno (Dante), Blenheim Palace, Trial of Sam Bankman-Fried, Die Hard 2, Public Universal Friend, Jossy's Giants, Amazing Grace, Hedge school, The Miser, Jean-Jacques Rousseau, Captain Mainwaring, Sense and Sensibility and Sea Monsters, Edna O'Brien, Herman Melville, Waste management, Christina, Queen of Sweden, Theology of Pope Francis, Arthur Wing Pinero, Benjamin Disraeli, Mary Wollstonecraft, Russell Kirk, Juan Perón, John Henry Newman, Institute of Contemporary Art (Miami), The History of Sir Charles Grandison, Rock Away, Becky Sharp, Alfonso Carlos de Borbón, Yusuf al-Qaradawi, Bareilly district, Henry George Ward, Powers of the president of Singapore, Waste management in Thailand, Brother Jonathan (novel), Sources for Citizen Kane, List of Viz comic strips, Susannah Maria Cibber, Führermuseum, Baden thermal baths, Portuguese vocabulary, Carl W. McIntosh"
Measures of electrical resistance,ohms,Electrical resistivity measurement of concrete,False,True,"Resistor, Glossary of electrical and electronics engineering, Power factor, RoHS, Cathode-ray tube, Timeline of United States inventions (1890–1945), 2022 in science, Electrical resistance and conductance, Electrical resistivity and conductivity, Contact resistance, Megohmmeter, List of electrical and electronic measuring equipment, Electrical safety testing, Ohmmeter, Thermal conductance and resistance, Grounding resistance tester, Resistance thermometer, Four-terminal sensing, Siemens (unit), Electrical resistance survey, Moisture meter, Ohm, Sheet resistance, Shunt (electrical), Electrical impedance tomography, Electrical network, Output impedance, Electrical impedance, Wheatstone bridge, Electrical room, Internal resistance, Electrical energy, Potentiometer (measuring instrument), Input impedance, Electrical measurements, List of measuring instruments, Electricity, Ground (electricity), Electrical wiring, Bolometer, Temperature coefficient, Strain gauge, Ohm's law, Water resistance, Superconductivity, International System of Electrical and Magnetic Units, Class of accuracy in electrical measurements, Voltmeter, Charles Wheatstone, Metallic hydrogen, Magnetic reluctance, Overweight, Multimeter, Electrical resistivity measurement of concrete, Conductance, Electrical ballast, Electrical conductor"
One of the fire signs,leo,Military call sign,False,True,"Astrological sign, Astrology and the classical elements, Palisades Fire, One-way traffic, Zodiac, January 2025 Southern California wildfires, Reichstag fire, Aries (astrology), Ascendant, Road signs in the United Kingdom, Fire hydrant, Ring of Fire, A Song of Ice and Fire, Triplicity, Exit sign, 2025 Chicago Fire FC season, Traffic warning sign, Chicago Fire FC, Natal astrology, Signs of the Swarm, Fire Country, Triangle Shirtwaist Factory fire, One Meridian Plaza, Health and Safety (Safety Signs and Signals) Regulations 1996, Cancer (astrology), Road signs in Ireland, After the Fire, Signs of the coming of Judgement Day, Road signs in Spain, Ghost Ship warehouse fire, Wildfire, Road signs in France, Classical element, Yarnell Hill Fire, Road signs in Australia, Military call sign, Flat River (Michigan), Fire in the Sky, Road signs in Saudi Arabia, Lime Street fire, Blood Fire Death, Flashover, Arcade Fire, Everything Now, Road signs in Russia, Wood (wuxing), Lærdal Tunnel, 2019 Philadelphia refinery explosion, Dave Kane, Earth, Wind & Fire"
"Alveolar trill, as it's commonly known",rolledr,No Title Match,False,False,"International Phonetic Alphabet, Voiceless alveolar fricative, Voiceless dental fricative, Alveolar click, Voiced alveolar fricative, Voiced dental, alveolar and postalveolar lateral approximants, Nasal alveolar click, Spanish phonology, Tenuis alveolar click, Pronunciation of English /r/, Click consonant, Ř, Guttural R, Ejective consonant, Modern Hebrew phonology, Dental click, Arabic phonology, Polish phonology, Place of articulation, Voiced alveolar click, Spanish dialects and varieties, Digraph (orthography), Portuguese phonology, Italian phonology, Mirandese language, Spanish language in the Americas, History of the International Phonetic Alphabet, Palatal click, Danish phonology, Retroflex stop, Finno-Ugric transcription, Voiced uvular tap and flap, Americanist phonetic notation, Fricative, Kumeyaay language, Australian Aboriginal languages, Articulatory phonetics, Italian language, Nivkh languages, Iberian language, Bengali alphabet, Phonetics, Voiced dental fricative, Malay phonology, Beatboxing, Ithkuil, Dahalo language, Mehri language, Lateral click, Rhotacism"
"Concept, in Cannes",idee,Islamic State,False,True,"Ruben Östlund, Universal Language (2024 film), The Shrouds, Drained (2024 film), Xavier Dolan, Crimes of the Future (2022 film), The Zone of Interest (film), Oh, Canada (film), Cliffhanger (film), Canne de combat, Kevin Janssens (actor), Megalopolis (film), Horse (Salvatore Ganacci song), Seduced and Abandoned (2013 film), Searching for Debra Winger, In the Mood for Love, Mud (2012 film), List of The Weekly with Charlie Pickering episodes, Melancholia (2011 film), The Conversation, Concept (board game), Come Swim, David Cronenberg, Blue Is the Warmest Colour, Lamb (2021 film), It Follows, WarGames, The Tree of Life (film), Gus Van Sant, Triangle of Sadness, Asako I & II, The Holy Mountain (1973 film), The Suspended Step of the Stork, Cinema of India, Elliott Power, Tito Lee, Lars von Trier, Raman Raghav 2.0, List of atheists in film, radio, television and theater, Léa Seydoux, Jeremy Meeks, Cyriac Roeding, Denis Villeneuve, Anders Danielsen Lie, Furiosa: A Mad Max Saga, The Substance, Islamic State, Pink Floyd – The Wall, Ocean's Thirteen, Kabouter Wesley"
