,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_contains kind of,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
259852,7/9/2012,FLOPPY,Kind of disk,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
259859,7/9/2012,NEAP,Kind of tide,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
260048,7/7/2012,SINUS,Kind of pressure,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
260297,7/3/2012,TENOR,Kind of sax,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
260341,7/3/2012,ONEACT,Kind of play,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
260536,7/1/2012,BETA,Kind of test,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
260879,6/25/2012,MITER,Kind of saw in a workshop,6,25,3.3333333333333335,0.16666666666666666,False,5,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
261039,6/24/2012,THROWAWAY,Kind of society that is careless of the environment,9,51,4.777777777777778,0.1111111111111111,False,8,False,False,False,0,True,0,0.1568627450980392,False,False,False,False,False,False,True,False,False,False,False
261514,6/17/2012,OPED,Kind of column,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
261745,6/14/2012,AXIAL,Kind of skeleton,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
261788,6/14/2012,SONIC,Kind of wave,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
262063,6/10/2012,DELI,Kind of counter,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
262334,6/7/2012,EDGE,Kind of piece in a jigsaw puzzle,7,32,3.7142857142857144,0.14285714285714285,False,6,False,False,False,0,True,0,0.1875,False,False,False,False,False,False,True,False,False,False,False
262439,6/5/2012,PRUNE,Kind of danish,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
262480,6/4/2012,AAA,Kind of baseball or battery,5,27,4.6,0.2,False,4,False,False,False,0,True,0,0.14814814814814814,False,False,False,False,False,False,True,False,False,False,False
263185,5/27/2012,NOTILL,Kind of farming that doesn't disturb the soil,8,45,4.75,0.125,False,8,False,False,False,0,True,0,0.17777777777777778,False,False,False,False,False,False,True,False,False,False,False
263354,5/24/2012,TENS,Kind of column,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
263928,5/16/2012,PITA,Kind of sandwich,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
264327,5/11/2012,HARD,Kind of rock or candy,5,21,3.4,0.2,False,4,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,True,False,False,False,False
264502,5/9/2012,MITER,Kind of saw,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
264718,5/6/2012,SENSORY,Kind of organ or overload,5,25,4.2,0.2,False,4,False,False,False,0,True,0,0.16,False,False,False,False,False,False,True,False,False,False,False
264742,5/6/2012,OCTOBER,Kind of surprise,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
265463,4/26/2012,CLUB,Kind of sandwich,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
265771,4/22/2012,SOYA,Kind of bean,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
266072,4/18/2012,AZO,Kind of dye,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
266576,4/12/2012,SEISMIC,Kind of wave,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
266728,4/10/2012,YESNO,Kind of question,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
267579,3/30/2012,PEASE,Kind of porridge,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
267580,3/30/2012,TEN,"With 54-Down, kind of store",5,27,4.6,0.0,False,8,False,False,False,0,True,1,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False
267679,3/29/2012,SOLAR,Kind of power,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
268421,3/19/2012,RUNIC,Ancient kind of alphabet,4,24,5.25,0.25,False,3,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
268739,3/15/2012,SNL,Kind of short,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
269004,3/11/2012,USB,Kind of port,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
269006,3/11/2012,VAPOR,Kind of trail,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
269015,3/11/2012,EGO,Kind of trip,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
269386,3/6/2012,APP,Kind of store,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
269486,3/5/2012,YESNO,Simple kind of question,4,23,5.0,0.0,False,3,False,False,False,0,True,0,0.13043478260869565,False,False,False,False,False,False,True,False,False,False,False
269499,3/5/2012,BUNDT,Kind of cake that's ring-shaped,5,31,5.4,0.2,False,6,False,False,False,0,True,0,0.1935483870967742,False,False,False,False,False,False,True,False,False,False,False
269770,3/2/2012,ANUT,Some kind of ___,4,16,3.25,0.0,False,6,False,True,False,0,True,0,0.375,False,False,False,False,False,False,True,False,False,False,False
270055,2/27/2012,RAMJET,Kind of engine for an airplane,6,30,4.166666666666667,0.16666666666666666,False,5,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
270086,2/26/2012,ONOFF,Kind of switch,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
270331,2/23/2012,RELIEF,Kind of pitcher,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
270510,2/21/2012,AMFM,Kind of radio,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
270618,2/19/2012,ACID,Kind of rock,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
270741,2/18/2012,OORT,Kind of cloud,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
270817,2/17/2012,BETEL,Kind of nut,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
270883,2/16/2012,TRAWL,Kind of net,3,11,3.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
270961,2/15/2012,ARTESIAN,Kind of well,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
271386,2/9/2012,THRU,Kind of street,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
271644,2/6/2012,BADHAIR,"Kind of day, grooming-wise",4,26,5.75,0.25,False,5,False,False,False,0,True,1,0.19230769230769232,False,False,False,False,False,False,True,False,False,False,False
272071,1/31/2012,GIRLIE,Kind of magazine,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
272522,1/26/2012,SPA,Kind of treatment,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
272536,1/25/2012,STEP,Kind of aerobics,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
273045,1/19/2012,YESNO,Kind of question,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
273165,1/17/2012,FOLIC,Kind of acid in breakfast cereal,6,32,4.5,0.16666666666666666,False,5,False,False,False,0,True,0,0.15625,False,False,False,False,False,False,True,False,False,False,False
273169,1/17/2012,TONE,Kind of deafness,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,True,False,False,False,False
273201,1/16/2012,JASMINE,Kind of 54-Down that's flavored with flowers,7,44,5.428571428571429,0.14285714285714285,False,10,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
273527,1/12/2012,ONEARM,Kind of push-up,3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,True,0,0.2,False,False,False,False,False,False,True,False,False,False,False
273906,1/8/2012,ULNAR,Kind of nerve,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
273986,1/6/2012,NOPEST,Kind of strip,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
274519,12/30/2011,AZO,Kind of compound in chemistry,5,29,5.0,0.2,False,4,False,False,False,0,True,0,0.13793103448275862,False,False,False,False,False,False,True,False,False,False,False
275189,12/22/2011,FAVA,Kind of bean,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
275318,12/20/2011,SPLITPEA,Kind of soup ... or a hint to the answers to the five starred clues,15,67,3.533333333333333,0.06666666666666667,False,17,False,False,False,0,True,0,0.2537313432835821,False,False,False,False,False,False,True,False,False,False,False
275482,12/18/2011,OPTIC,Kind of disc,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
275539,12/17/2011,PAJAMA,Kind of pants,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
275572,12/17/2011,ORAL,Kind of rinse,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
275589,12/17/2011,CAPRI,Kind of pants,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
275669,12/15/2011,ASST,Kind of coach: Abbr.,4,20,4.25,0.5,False,5,False,False,False,1,True,0,0.25,False,False,False,False,False,False,True,False,False,False,True
275740,12/14/2011,SAC,"Kind of fly, informally",4,23,5.0,0.25,False,4,False,False,False,0,True,1,0.17391304347826086,False,False,False,False,False,False,True,False,False,False,False
276053,12/11/2011,SCISSOR,Kind of kick,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
276424,12/5/2011,BRIDAL,Kind of gown or shower,5,22,3.6,0.2,False,4,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
276574,12/4/2011,GALE,Kind of force,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,True,False,False,False,False
276676,12/2/2011,GOGO,Kind of boots popular in the '60s,7,33,3.857142857142857,0.14285714285714285,False,9,False,False,False,0,True,0,0.21212121212121213,False,False,False,False,False,False,True,False,False,False,False
276828,11/30/2011,CLOUD,Kind of computing using remote servers,6,38,5.5,0.16666666666666666,False,5,False,False,False,0,True,0,0.13157894736842105,False,False,False,False,False,False,True,False,False,False,False
276843,11/30/2011,LUNAR,Kind of eclipse,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,True,False,False,False,False
277423,11/22/2011,CIVIC,Kind of duty or center,5,22,3.6,0.2,False,4,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,True,False,False,False,False
277679,11/20/2011,GUT,Kind of course,3,14,4.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,True,False,False,False,False
277771,11/18/2011,STAG,Kind of film,3,12,3.3333333333333335,0.3333333333333333,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False
277807,11/17/2011,ACDC,Kind of converter,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,True,False,False,False,False
277842,11/17/2011,DUE,Kind of date for a woman,6,24,3.1666666666666665,0.16666666666666666,False,5,False,False,False,0,True,0,0.20833333333333334,False,False,False,False,False,False,True,False,False,False,False
